8015,50,0,0
8028,50,0,0
8042,50,0,0
8056,50,0,0
8069,50,6,4
8083,50,6,4
8097,50,6,4
8111,50,15,15
8127,50,15,15
8143,50,15,15
8159,50,15,15
8175,50,19,19
8191,50,19,19
8207,50,19,19
8223,50,20,21
8239,50,20,21
8255,50,20,21
8271,50,20,21
8286,50,20,21
8302,50,20,21
8318,50,20,21
8334,50,20,22
8350,50,20,22
8366,50,20,22
8382,50,21,22
8398,50,21,22
8414,50,21,22
8430,50,21,22
8446,50,21,22
8462,50,21,22
8478,50,21,22
8494,50,21,22
8510,50,21,22
8526,50,21,22
8542,50,21,22
8558,50,21,22
8574,50,21,22